benchmark,passed,note,runtime,memory
example_4.txt,False,N_VISITED_LIST_MISMATCH,0.009620571136474609,0.0
example_2.txt,False,PATH_NOT_MATCH,0.01811957359313965,0.0
example_3.txt,False,PATH_NOT_MATCH,0.010692977905273437,0.0
example_1.txt,False,PATH_NOT_MATCH,0.012981319427490234,0.0
example_0.txt,False,PATH_NOT_MATCH,0.012406063079833985,0.0
passed/total,0,5,-,-
